size,type,W,A,H_t,h,B,b,t_nom,t,lamb_f,lamb_w,I_x,Z_x,S_x,r_x,I_y,Z_y,S_y,r_y,J,C
HSS8X6X5/16,HSS,27.59 plf,7.59 in ** 2,8.0 in,7.13 in,6.0 in,5.13 in,0.3125 in,0.291 in,17.6,24.5,68.3 in ** 4,20.6 in ** 3,17.1 in ** 3,3.0 in,43.8 in ** 4,16.9 in ** 3,14.6 in ** 3,2.4 in,85.8 in ** 4,25.5 in ** 3
HSS8X6X1/4,HSS,22.42 plf,6.17 in ** 2,8.0 in,7.3 in,6.0 in,5.3 in,0.25 in,0.233 in,22.8,31.3,56.6 in ** 4,16.9 in ** 3,14.2 in ** 3,3.03 in,36.4 in ** 4,13.9 in ** 3,12.1 in ** 3,2.43 in,70.3 in ** 4,20.8 in ** 3
HSS8X6X3/16,HSS,17.08 plf,4.67 in ** 2,8.0 in,7.48 in,6.0 in,5.48 in,0.1875 in,0.174 in,31.5,43,43.7 in ** 4,13.0 in ** 3,10.9 in ** 3,3.06 in,28.2 in ** 4,10.7 in ** 3,9.39 in ** 3,2.46 in,53.7 in ** 4,15.8 in ** 3
HSS8X4X5/8,HSS,42.3 plf,11.7 in ** 2,8.0 in,6.26 in,4.0 in,2.26 in,0.625 in,0.581 in,3.88,10.8,82.0 in ** 4,27.4 in ** 3,20.5 in ** 3,2.64 in,26.6 in ** 4,16.6 in ** 3,13.3 in ** 3,1.51 in,70.3 in ** 4,28.7 in ** 3
HSS8X4X1/2,HSS,35.24 plf,9.74 in ** 2,8.0 in,6.6 in,4.0 in,2.6 in,0.5 in,0.465 in,5.6,14.2,71.8 in ** 4,23.5 in ** 3,17.9 in ** 3,2.71 in,23.6 in ** 4,14.3 in ** 3,11.8 in ** 3,1.56 in,61.1 in ** 4,24.4 in ** 3
HSS8X4X3/8,HSS,27.48 plf,7.58 in ** 2,8.0 in,6.95 in,4.0 in,2.95 in,0.375 in,0.349 in,8.46,19.9,58.7 in ** 4,18.8 in ** 3,14.7 in ** 3,2.78 in,19.6 in ** 4,11.5 in ** 3,9.8 in ** 3,1.61 in,49.3 in ** 4,19.3 in ** 3
HSS8X4X5/16,HSS,23.34 plf,6.43 in ** 2,8.0 in,7.13 in,4.0 in,3.13 in,0.3125 in,0.291 in,10.7,24.5,51.0 in ** 4,16.1 in ** 3,12.8 in ** 3,2.82 in,17.2 in ** 4,9.91 in ** 3,8.58 in ** 3,1.63 in,42.6 in ** 4,16.5 in ** 3
HSS8X4X1/4,HSS,19.02 plf,5.24 in ** 2,8.0 in,7.3 in,4.0 in,3.3 in,0.25 in,0.233 in,14.2,31.3,42.5 in ** 4,13.3 in ** 3,10.6 in ** 3,2.85 in,14.4 in ** 4,8.2 in ** 3,7.21 in ** 3,1.66 in,35.3 in ** 4,13.6 in ** 3
HSS8X4X3/16,HSS,14.53 plf,3.98 in ** 2,8.0 in,7.48 in,4.0 in,3.48 in,0.1875 in,0.174 in,20,43,33.1 in ** 4,10.2 in ** 3,8.27 in ** 3,2.88 in,11.3 in ** 4,6.33 in ** 3,5.65 in ** 3,1.69 in,27.2 in ** 4,10.4 in ** 3
HSS8X4X1/8,HSS,9.86 plf,2.7 in ** 2,8.0 in,7.65 in,4.0 in,3.65 in,0.125 in,0.116 in,31.5,66,22.9 in ** 4,7.02 in ** 3,5.73 in ** 3,2.92 in,7.9 in ** 4,4.36 in ** 3,3.95 in ** 3,1.71 in,18.7 in ** 4,7.1 in ** 3
HSS8X3X1/2,HSS,31.84 plf,8.81 in ** 2,8.0 in,6.6 in,3.0 in,1.6 in,0.5 in,0.465 in,3.45,14.2,58.6 in ** 4,20.0 in ** 3,14.6 in ** 3,2.58 in,11.7 in ** 4,9.64 in ** 3,7.81 in ** 3,1.15 in,34.3 in ** 4,17.4 in ** 3
HSS8X3X3/8,HSS,24.93 plf,6.88 in ** 2,8.0 in,6.95 in,3.0 in,1.95 in,0.375 in,0.349 in,5.6,19.9,48.5 in ** 4,16.1 in ** 3,12.1 in ** 3,2.65 in,10.0 in ** 4,7.88 in ** 3,6.63 in ** 3,1.2 in,28.5 in ** 4,14.0 in ** 3
HSS8X3X5/16,HSS,21.21 plf,5.85 in ** 2,8.0 in,7.13 in,3.0 in,2.13 in,0.3125 in,0.291 in,7.31,24.5,42.4 in ** 4,13.9 in ** 3,10.6 in ** 3,2.69 in,8.81 in ** 4,6.84 in ** 3,5.87 in ** 3,1.23 in,24.9 in ** 4,12.1 in ** 3
HSS8X3X1/4,HSS,17.32 plf,4.77 in ** 2,8.0 in,7.3 in,3.0 in,2.3 in,0.25 in,0.233 in,9.88,31.3,35.5 in ** 4,11.5 in ** 3,8.88 in ** 3,2.73 in,7.49 in ** 4,5.7 in ** 3,4.99 in ** 3,1.25 in,20.8 in ** 4,10.0 in ** 3
HSS8X3X3/16,HSS,13.25 plf,3.63 in ** 2,8.0 in,7.48 in,3.0 in,2.48 in,0.1875 in,0.174 in,14.2,43,27.8 in ** 4,8.87 in ** 3,6.94 in ** 3,2.77 in,5.94 in ** 4,4.43 in ** 3,3.96 in ** 3,1.28 in,16.2 in ** 4,7.68 in ** 3
HSS8X3X1/8,HSS,9.01 plf,2.46 in ** 2,8.0 in,7.65 in,3.0 in,2.65 in,0.125 in,0.116 in,22.9,66,19.3 in ** 4,6.11 in ** 3,4.83 in ** 3,2.8 in,4.2 in ** 4,3.07 in ** 3,2.8 in ** 3,1.31 in,11.3 in ** 4,5.27 in ** 3
HSS8X2X1/2,HSS,28.43 plf,7.88 in ** 2,8.0 in,6.61 in,2.0 in,0.605 in,0.5 in,0.465 in,1.3,14.2,45.3 in ** 4,16.5 in ** 3,11.3 in ** 3,2.4 in,4.19 in ** 4,5.47 in ** 3,4.19 in ** 3,0.73 in,13.6 in ** 4,10.4 in ** 3
HSS8X2X3/8,HSS,22.37 plf,6.18 in ** 2,8.0 in,6.95 in,2.0 in,0.953 in,0.375 in,0.349 in,2.73,19.9,38.2 in ** 4,13.4 in ** 3,9.56 in ** 3,2.49 in,3.73 in ** 4,4.61 in ** 3,3.73 in ** 3,0.777 in,12.1 in ** 4,8.65 in ** 3
HSS8X2X5/16,HSS,19.08 plf,5.26 in ** 2,8.0 in,7.13 in,2.0 in,1.13 in,0.3125 in,0.291 in,3.87,24.5,33.7 in ** 4,11.6 in ** 3,8.43 in ** 3,2.53 in,3.38 in ** 4,4.06 in ** 3,3.38 in ** 3,0.802 in,10.9 in ** 4,7.57 in ** 3
HSS8X2X1/4,HSS,15.62 plf,4.3 in ** 2,8.0 in,7.3 in,2.0 in,1.3 in,0.25 in,0.233 in,5.58,31.3,28.5 in ** 4,9.68 in ** 3,7.12 in ** 3,2.57 in,2.94 in ** 4,3.43 in ** 3,2.94 in ** 3,0.827 in,9.36 in ** 4,6.35 in ** 3
HSS8X2X3/16,HSS,11.97 plf,3.28 in ** 2,8.0 in,7.48 in,2.0 in,1.48 in,0.1875 in,0.174 in,8.49,43,22.4 in ** 4,7.51 in ** 3,5.61 in ** 3,2.61 in,2.39 in ** 4,2.7 in ** 3,2.39 in ** 3,0.853 in,7.48 in ** 4,4.95 in ** 3
HSS8X2X1/8,HSS,8.16 plf,2.23 in ** 2,8.0 in,7.65 in,2.0 in,1.65 in,0.125 in,0.116 in,14.2,66,15.7 in ** 4,5.19 in ** 3,3.93 in ** 3,2.65 in,1.72 in ** 4,1.9 in ** 3,1.72 in ** 3,0.879 in,5.3 in ** 4,3.44 in ** 3
HSS7X7X5/8,HSS,50.81 plf,14.0 in ** 2,7.0 in,5.26 in,7.0 in,5.26 in,0.625 in,0.581 in,9.05,9.05,93.4 in ** 4,33.1 in ** 3,26.7 in ** 3,2.58 in,93.4 in ** 4,33.1 in ** 3,26.7 in ** 3,2.58 in,158.0 in ** 4,47.1 in ** 3
HSS7X7X1/2,HSS,42.05 plf,11.6 in ** 2,7.0 in,5.6 in,7.0 in,5.6 in,0.5 in,0.465 in,12.1,12.1,80.5 in ** 4,27.9 in ** 3,23.0 in ** 3,2.63 in,80.5 in ** 4,27.9 in ** 3,23.0 in ** 3,2.63 in,133.0 in ** 4,39.3 in ** 3
HSS7X7X3/8,HSS,32.58 plf,8.97 in ** 2,7.0 in,5.95 in,7.0 in,5.95 in,0.375 in,0.349 in,17.1,17.1,65.0 in ** 4,22.1 in ** 3,18.6 in ** 3,2.69 in,65.0 in ** 4,22.1 in ** 3,18.6 in ** 3,2.69 in,105.0 in ** 4,30.7 in ** 3
HSS7X7X5/16,HSS,27.59 plf,7.59 in ** 2,7.0 in,6.13 in,7.0 in,6.13 in,0.3125 in,0.291 in,21.1,21.1,56.1 in ** 4,18.9 in ** 3,16.0 in ** 3,2.72 in,56.1 in ** 4,18.9 in ** 3,16.0 in ** 3,2.72 in,89.7 in ** 4,26.1 in ** 3
HSS7X7X1/4,HSS,22.42 plf,6.17 in ** 2,7.0 in,6.3 in,7.0 in,6.3 in,0.25 in,0.233 in,27,27,46.5 in ** 4,15.5 in ** 3,13.3 in ** 3,2.75 in,46.5 in ** 4,15.5 in ** 3,13.3 in ** 3,2.75 in,73.5 in ** 4,21.3 in ** 3
HSS7X7X3/16,HSS,17.08 plf,4.67 in ** 2,7.0 in,6.48 in,7.0 in,6.48 in,0.1875 in,0.174 in,37.2,37.2,36.0 in ** 4,11.9 in ** 3,10.3 in ** 3,2.77 in,36.0 in ** 4,11.9 in ** 3,10.3 in ** 3,2.77 in,56.1 in ** 4,16.2 in ** 3
HSS7X7X1/8,HSS,11.56 plf,3.16 in ** 2,7.0 in,6.65 in,7.0 in,6.65 in,0.125 in,0.116 in,57.3,57.3,24.8 in ** 4,8.13 in ** 3,7.09 in ** 3,2.8 in,24.8 in ** 4,8.13 in ** 3,7.09 in ** 3,2.8 in,38.2 in ** 4,11.0 in ** 3
HSS7X5X1/2,HSS,35.24 plf,9.74 in ** 2,7.0 in,5.6 in,5.0 in,3.6 in,0.5 in,0.465 in,7.75,12.1,60.6 in ** 4,21.9 in ** 3,17.3 in ** 3,2.5 in,35.6 in ** 4,17.3 in ** 3,14.2 in ** 3,1.91 in,75.8 in ** 4,27.2 in ** 3
HSS7X5X3/8,HSS,27.48 plf,7.58 in ** 2,7.0 in,5.95 in,5.0 in,3.95 in,0.375 in,0.349 in,11.3,17.1,49.5 in ** 4,17.5 in ** 3,14.1 in ** 3,2.56 in,29.3 in ** 4,13.8 in ** 3,11.7 in ** 3,1.97 in,60.6 in ** 4,21.4 in ** 3
HSS7X5X5/16,HSS,23.34 plf,6.43 in ** 2,7.0 in,6.13 in,5.0 in,4.13 in,0.3125 in,0.291 in,14.2,21.1,43.0 in ** 4,15.0 in ** 3,12.3 in ** 3,2.59 in,25.5 in ** 4,11.9 in ** 3,10.2 in ** 3,1.99 in,52.1 in ** 4,18.3 in ** 3
HSS7X5X1/4,HSS,19.02 plf,5.24 in ** 2,7.0 in,6.3 in,5.0 in,4.3 in,0.25 in,0.233 in,18.5,27,35.9 in ** 4,12.4 in ** 3,10.2 in ** 3,2.62 in,21.3 in ** 4,9.83 in ** 3,8.53 in ** 3,2.02 in,42.9 in ** 4,15.0 in ** 3
HSS7X5X3/16,HSS,14.53 plf,3.98 in ** 2,7.0 in,6.48 in,5.0 in,4.48 in,0.1875 in,0.174 in,25.7,37.2,27.9 in ** 4,9.52 in ** 3,7.96 in ** 3,2.65 in,16.6 in ** 4,7.57 in ** 3,6.65 in ** 3,2.05 in,32.9 in ** 4,11.4 in ** 3
HSS7X5X1/8,HSS,9.86 plf,2.7 in ** 2,7.0 in,6.65 in,5.0 in,4.65 in,0.125 in,0.116 in,40.1,57.3,19.3 in ** 4,6.53 in ** 3,5.52 in ** 3,2.68 in,11.6 in ** 4,5.2 in ** 3,4.63 in ** 3,2.07 in,22.5 in ** 4,7.79 in ** 3
HSS7X4X1/2,HSS,31.84 plf,8.81 in ** 2,7.0 in,5.6 in,4.0 in,2.6 in,0.5 in,0.465 in,5.6,12.1,50.7 in ** 4,18.8 in ** 3,14.5 in ** 3,2.4 in,20.7 in ** 4,12.6 in ** 3,10.4 in ** 3,1.53 in,50.5 in ** 4,21.1 in ** 3
HSS7X4X3/8,HSS,24.93 plf,6.88 in ** 2,7.0 in,5.95 in,4.0 in,2.95 in,0.375 in,0.349 in,8.46,17.1,41.8 in ** 4,15.1 in ** 3,11.9 in ** 3,2.46 in,17.3 in ** 4,10.2 in ** 3,8.63 in ** 3,1.58 in,41.0 in ** 4,16.8 in ** 3
HSS7X4X5/16,HSS,21.21 plf,5.85 in ** 2,7.0 in,6.13 in,4.0 in,3.13 in,0.3125 in,0.291 in,10.7,21.1,36.5 in ** 4,13.1 in ** 3,10.4 in ** 3,2.5 in,15.2 in ** 4,8.83 in ** 3,7.58 in ** 3,1.61 in,35.4 in ** 4,14.4 in ** 3
HSS7X4X1/4,HSS,17.32 plf,4.77 in ** 2,7.0 in,6.3 in,4.0 in,3.3 in,0.25 in,0.233 in,14.2,27,30.5 in ** 4,10.8 in ** 3,8.72 in ** 3,2.53 in,12.8 in ** 4,7.33 in ** 3,6.38 in ** 3,1.64 in,29.3 in ** 4,11.8 in ** 3
HSS7X4X3/16,HSS,13.25 plf,3.63 in ** 2,7.0 in,6.48 in,4.0 in,3.48 in,0.1875 in,0.174 in,20,37.2,23.8 in ** 4,8.33 in ** 3,6.81 in ** 3,2.56 in,10.0 in ** 4,5.67 in ** 3,5.02 in ** 3,1.66 in,22.7 in ** 4,9.07 in ** 3
HSS7X4X1/8,HSS,9.01 plf,2.46 in ** 2,7.0 in,6.65 in,4.0 in,3.65 in,0.125 in,0.116 in,31.5,57.3,16.6 in ** 4,5.73 in ** 3,4.73 in ** 3,2.59 in,7.03 in ** 4,3.91 in ** 3,3.51 in ** 3,1.69 in,15.6 in ** 4,6.2 in ** 3
HSS7X3X1/2,HSS,28.43 plf,7.88 in ** 2,7.0 in,5.6 in,3.0 in,1.6 in,0.5 in,0.465 in,3.45,12.1,40.7 in ** 4,15.8 in ** 3,11.6 in ** 3,2.27 in,10.2 in ** 4,8.46 in ** 3,6.8 in ** 3,1.14 in,28.6 in ** 4,15.0 in ** 3
HSS7X3X3/8,HSS,22.37 plf,6.18 in ** 2,7.0 in,5.95 in,3.0 in,1.95 in,0.375 in,0.349 in,5.6,17.1,34.1 in ** 4,12.8 in ** 3,9.73 in ** 3,2.35 in,8.71 in ** 4,6.95 in ** 3,5.81 in ** 3,1.19 in,23.9 in ** 4,12.1 in ** 3
HSS7X3X5/16,HSS,19.08 plf,5.26 in ** 2,7.0 in,6.13 in,3.0 in,2.13 in,0.3125 in,0.291 in,7.31,21.1,29.9 in ** 4,11.1 in ** 3,8.54 in ** 3,2.38 in,7.74 in ** 4,6.05 in ** 3,5.16 in ** 3,1.21 in,20.9 in ** 4,10.5 in ** 3
HSS7X3X1/4,HSS,15.62 plf,4.3 in ** 2,7.0 in,6.3 in,3.0 in,2.3 in,0.25 in,0.233 in,9.88,27,25.2 in ** 4,9.22 in ** 3,7.19 in ** 3,2.42 in,6.6 in ** 4,5.06 in ** 3,4.4 in ** 3,1.24 in,17.5 in ** 4,8.68 in ** 3
HSS7X3X3/16,HSS,11.97 plf,3.28 in ** 2,7.0 in,6.48 in,3.0 in,2.48 in,0.1875 in,0.174 in,14.2,37.2,19.8 in ** 4,7.14 in ** 3,5.65 in ** 3,2.45 in,5.24 in ** 4,3.94 in ** 3,3.5 in ** 3,1.26 in,13.7 in ** 4,6.69 in ** 3
HSS7X3X1/8,HSS,8.16 plf,2.23 in ** 2,7.0 in,6.65 in,3.0 in,2.65 in,0.125 in,0.116 in,22.9,57.3,13.8 in ** 4,4.93 in ** 3,3.95 in ** 3,2.49 in,3.71 in ** 4,2.73 in ** 3,2.48 in ** 3,1.29 in,9.48 in ** 4,4.6 in ** 3
